division,latitude,longitude
{Les Valls} Teià; Barcelona; Cataluña,41.4964205,2.3218228
{Polígono Industrial el Mirador} Doñinos de Salamanca; Salamanca; Castilla y León,40.9601987,-5.7438055
{Valdelavade} Valdemierque; Salamanca; Castilla y León,40.8220195,-5.5820769
{Cuarto de Arriba} Villalba de los Llanos; Salamanca; Castilla y León,40.799845,-5.974665799999999
{Abama} Guía de Isora; Santa Cruz de Tenerife; Canarias,28.17104,-16.7993562
{La Meseta} Hermigua; Santa Cruz de Tenerife; Canarias,28.1659945,-17.1975669
{Masia Boronat} El Catllar; Tarragona; Cataluña,41.1758329,1.3321607
{El Mas Corsini} Tarragona; Tarragona; Cataluña,41.115837,1.2490622
{El Laurel} Chozas de Canales; Toledo; Castilla - La Mancha,40.0991509,-4.0452765
{Las Viñas} El Viso de San Juan; Toledo; Castilla - La Mancha,40.1437281,-3.9196432
{Las Balsas} Sagunto/Sagunt; València/Valencia; Comunitat Valenciana,39.676385,-0.2784857
{Canedos} Simancas; Valladolid; Castilla y León,41.59186709999999,-4.8287615
{Baratz Eder} Bermeo; Bizkaia; País Vasco,43.42315199999999,-2.7311007
{Basakoetxe} Ugao-Miraballes; Bizkaia; País Vasco,43.187394,-2.9499294
{Bilañoko Esparrua/Cerca de Villaño} Urduña/Orduña; Bizkaia; País Vasco,43.2227257,-3.313455
{As Teixoeiras} As Pontes de García Rodríguez; A Coruña; Galicia,NA,NA
{S'Alguer} Palamós; Girona; Cataluña,41.8620988,3.1518504
{Canyelles} Vilajuïga; Girona; Cataluña,NA,NA
{Llavaners} Soriguera; Lleida; Cataluña,42.3772642,1.1453105
"{Uloci} Arce/Artzi; Navarra; Navarra, Comunidad Foral de",42.8527618,-1.3754708
"{L'Aspriella} Grado; Asturias; Asturias, Principado de",43.3870837,-6.0743903
"{L'Utillu Baxo} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{La xusta} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{La Coruxera} Laviana; Asturias; Asturias, Principado de",43.2345348,-5.5400037
"{L ' Umines} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
"{L'Ortigal} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{Molino del Majo} Mieres; Asturias; Asturias, Principado de",43.2497264,-5.778528199999999
"{Prado Picon} Mieres; Asturias; Asturias, Principado de",43.2512111,-5.778020499999999
"{Casas de Candamo} Mieres; Asturias; Asturias, Principado de",43.278235,-5.807136
"{Cuteranes} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{Casas de Don Fermin} Mieres; Asturias; Asturias, Principado de",43.278235,-5.807136
"{Les Muries} Oviedo; Asturias; Asturias, Principado de",43.3613953,-5.8593267000000004
"{La Cárcova} Oviedo; Asturias; Asturias, Principado de",43.3542178,-5.867643999999999
"{L'Ortigal} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{L'Azorea} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{Vouláu} Tinéu; Asturias; Asturias, Principado de",43.3337656,-6.4110247
"{Ucíu} Tinéu; Asturias; Asturias, Principado de",43.33597,-6.41122
{Sandomedio} As Neves; Pontevedra; Galicia,42.1266594,-8.4299878
{Bilañoko Esparrua/Cerca de Villaño} Urduña/Orduña; Bizkaia; País Vasco,43.2227257,-3.313455
"{L'Utillu Baxo} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{L ' Umines} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
